"name","code","ingornot"
"엠에스오토텍",123040,"ing"
"원익테라세미콘",123100,"ing"
"STC",123260,"ing"
"제닉",123330,"ing"
"코리아에프티",123410,"ing"
"선데이토즈",123420,"ing"
"이엠넷",123570,"ing"
"알톤스포츠",123750,"ing"
"한일진공",123840,"ing"
"아나패스",123860,"ing"
"아이티센",124500,"ing"
"코프라",126600,"ing"
"화신정공",126640,"ing"
"하이비젼시스템",126700,"ing"
"뉴로스",126870,"ing"
"제이엔케이히터",126880,"ing"
"디엔에이링크",127120,"ing"
"매직마이크로",127160,"ing"
"아시아경제",127710,"ing"
"피제이메탈",128660,"ing"
"GH신소재",130500,"ing"
"나이스디앤비",130580,"ing"
"티피씨글로벌",130740,"ing"
"디에이치피코리아",131030,"ing"
"시큐브",131090,"ing"
"리켐",131100,"ing"
"딜리",131180,"ing"
"대한과학",131220,"ing"
"티에스이",131290,"ing"
"알서포트",131370,"ing"
"피앤이솔루션",131390,"ing"
"액트",131400,"ing"
"파인텍",131760,"ing"
"테스나",131970,"ing"
"메가엠디",133750,"ing"
"이퓨쳐",134060,"ing"
"디엠티",134580,"ing"
"화진",134780,"ing"
"하림",136480,"ing"
"쎄미시스코",136510,"ing"
"윈스",136540,"ing"
"피엔티",137400,"ing"
"넥스트아이",137940,"ing"
"제이씨케미칼",137950,"ing"
"신진에스엠",138070,"ing"
"오이솔루션",138080,"ing"
"에이씨티",138360,"ing"
"비즈니스온",138580,"ing"
"나이벡",138610,"ing"
"엘아이에스",138690,"ing"
"데일리블록체인",139050,"ing"
"넥스트리밍",139670,"ing"
"서플러스글로벌",140070,"ing"
"메지온",140410,"ing"
"대창스틸",140520,"ing"
"알에스오토메이션",140670,"ing"
"파크시스템스",140860,"ing"
"비아트론",141000,"ing"
"포티스",141020,"ing"
"맥스로텍",141070,"ing"
"레고켐바이오",141080,"ing"
"유니트론텍",142210,"ing"
"녹십자엠에스",142280,"ing"
"바이오리더스",142760,"ing"
"아이디스",143160,"ing"
"사람인에이치알",143240,"ing"
"영우디에스피",143540,"ing"
"녹십자랩셀",144510,"ing"
"뉴파워프라즈마",144960,"ing"
"휴젤",145020,"ing"
"마이크로프랜드",147760,"ing"
"제룡산업",147830,"ing"
"비디아이",148140,"ing"
"알엔투테크놀로지",148250,"ing"
"모다",149940,"stop"
"아바텍",149950,"ing"
"하이로닉",149980,"ing"
"인트로메딕",150840,"ing"
"파수닷컴",150900,"ing"
"KG ETS",151860,"ing"
"나노스",151910,"ing"
"네이블커뮤니케이션즈",153460,"ing"
"우리이앤엘",153490,"ing"
"아시아종묘",154030,"ing"
"솔루에타",154040,"ing"
"와이엠씨",155650,"ing"
"지디",155960,"stop"
"엘앤케이바이오",156100,"ing"
"인터불스",158310,"stop"
"제로투세븐",159580,"ing"
"스킨앤스킨",159910,"ing"
"NEW",160550,"ing"
"에스엔텍",160600,"ing"
"싸이맥스",160980,"ing"
"미동앤씨네마",161570,"ing"
"필옵틱스",161580,"ing"
"하나머티리얼즈",166090,"ing"
"코아스템",166480,"ing"
"내츄럴엔도텍",168330,"ing"
"현대공업",170030,"ing"
"파이오링크",170790,"ing"
"엘티씨",170920,"ing"
"램테크놀러지",171010,"ing"
"선익시스템",171090,"ing"
"라이온켐텍",171120,"ing"
"에프엔씨엔터",173940,"ing"
"장원테크",174880,"ing"
"앱클론",174900,"ing"
"인포마크",175140,"ing"
"아이큐어",175250,"ing"
"에이치엔티",176440,"ing"
"베셀",177350,"ing"
"파버나인",177830,"ing"
"서진시스템",178320,"ing"
"유테크",178780,"ing"
"SKC코오롱PI",178920,"ing"
"유티아이",179900,"ing"
"캔서롭",180400,"ing"
"이즈미디어",181340,"ing"
"큐브엔터",182360,"ing"
"에이티젠",182400,"ing"
"테라셈",182690,"ing"
"코미코",183300,"ing"
"엔지켐생명과학",183490,"ing"
"SGA솔루션즈",184230,"ing"
"아이진",185490,"ing"
"디티앤씨",187220,"ing"
"신화콘텍",187270,"ing"
"제노포커스",187420,"ing"
"나노",187790,"ing"
"디바이스이엔지",187870,"ing"
"인텔리안테크",189300,"ing"
"포시에스",189690,"ing"
"서전기전",189860,"ing"
"흥국에프엔비",189980,"ing"
"나무가",190510,"ing"
"육일씨엔에쓰",191410,"ing"
"테고사이언스",191420,"ing"
"더블유게임즈",192080,"ing"
"케이사인",192250,"ing"
"윈하이텍",192390,"ing"
"감마누",192410,"stop"
"슈피겐코리아",192440,"ing"
"와이제이엠게임즈",193250,"ing"
"데브시스터즈",194480,"ing"
"파티게임즈",194510,"stop"
"우성아이비",194610,"stop"
"퓨전데이타",195440,"ing"
"유지인트",195990,"stop"
"알테오젠",196170,"ing"
"애니젠",196300,"ing"
"텔루스",196450,"ing"
"디에이테크놀로지",196490,"ing"
"웹스",196700,"ing"
"리드",197210,"ing"
"고려시멘트",198440,"ing"
"콜마비앤에이치",200130,"ing"
"텔콘RF제약",200230,"ing"
"하이셈",200470,"ing"
"휴메딕스",200670,"ing"
"에이디테크놀로지",200710,"ing"
"비씨월드제약",200780,"ing"
"미투온",201490,"ing"
"유니온커뮤니티",203450,"ing"
"드림시큐리티",203650,"ing"
"프로스테믹스",203690,"ing"
"엠코르셋",204020,"ing"
"글로벌텍스프리",204620,"ing"
"화이브라더스코리아",204630,"ing"
"지엘팜텍",204840,"ing"
"현성바이탈",204990,"ing"
"엑셈",205100,"ing"
"휴마시스",205470,"ing"
"액션스퀘어",205500,"ing"
"엔터메이트",206400,"ing"
"덱스터",206560,"ing"
"바디텍메드",206640,"ing"
"유바이오로직스",206650,"ing"
"미스터블루",207760,"ing"
"정다운",208140,"ing"
"지란지교시큐리티",208350,"ing"
"셀바스헬스케어",208370,"ing"
"썸에이지",208640,"ing"
"바이오로그디바이스",208710,"ing"
"엔지스테크널러지",208860,"ing"
"AP위성",211270,"ing"
"네오오토",212560,"ing"
"미래테크놀로지",213090,"ing"
"덕산네오룩스",213420,"ing"
"클래시스",214150,"ing"
"민앤지",214180,"ing"
"퓨쳐스트림네트웍스",214270,"ing"
"세미콘라이트",214310,"ing"
"케어젠",214370,"ing"
"아이쓰리시스템",214430,"ing"
"파마리서치프로덕트",214450,"ing"
"디알텍",214680,"ing"
"에치디프로",214870,"ing"
"골프존",215000,"ing"
"한컴유니맥스",215090,"ing"
"로보로보",215100,"ing"
"메가스터디교육",215200,"ing"
"우리산업",215360,"ing"
"우정바이오",215380,"ing"
"토박스코리아",215480,"ing"
"신라젠",215600,"ing"
"이노인스트루먼트",215790,"ing"
"인크로스",216050,"ing"
"제너셈",217190,"ing"
"넵튠",217270,"ing"
"에스디생명공학",217480,"ing"
"러셀",217500,"ing"
"켐온",217600,"ing"
"디딤",217620,"ing"
"강스템바이오텍",217730,"ing"
"엔에스",217820,"ing"
"미래생명자원",218150,"ing"
"RFHIC",218410,"ing"
"타이거일렉",219130,"ing"
"링크제니시스",219420,"ing"
"MP한강",219550,"ing"
"퓨쳐켐",220100,"ing"
"핸디소프트",220180,"ing"
"켐트로스",220260,"ing"
"해마로푸드서비스",220630,"ing"
"한솔씨앤피",221610,"ing"
"하이즈항공",221840,"ing"
"케이디켐",221980,"ing"
"뉴트리바이오텍",222040,"ing"
"씨아이에스",222080,"ing"
"팬젠",222110,"ing"
"쎄노텍",222420,"ing"
"심텍",222800,"ing"
"바이오닉스진",222810,"ing"
"한국맥널티",222980,"ing"
"이에스브이",223310,"ing"
"코디엠",224060,"ing"
"에이텍티앤",224110,"ing"
"삼양옵틱스",225190,"ing"
"씨엠에스에듀",225330,"ing"
"IBKS제3호스팩",225430,"ing"
"보광산업",225530,"ing"
"넷게임즈",225570,"ing"
"패션플랫폼",225590,"ing"
"쿠첸",225650,"ing"
"에이치엠씨3호스팩",226340,"ing"
"아이엠텍",226350,"ing"
"이엑스티",226360,"ing"
"오스테오닉",226400,"ing"
"한송네오텍",226440,"ing"
"올릭스",226950,"ing"
"아우딘퓨쳐스",227610,"ing"
"골든브릿지제4호스팩",227950,"stop"
"동양파일",228340,"ing"
"레이언스",228850,"ing"
"하나금융7호SPAC",230240,"ing"
"에코마케팅",230360,"ing"
"솔트웍스",230980,"ing"
"와이아이케이",232140,"ing"
"케이비제9호스팩",232270,"ing"
"SK3호스팩",232330,"ing"
"세원",234100,"ing"
"에스트래픽",234300,"ing"
"자이글",234920,"ing"
"하이에이아이1호스팩",235010,"stop"
"슈프리마",236200,"ing"
"에스티팜",237690,"ing"
"피앤씨테크",237750,"ing"
"클리오",237880,"ing"
"앤디포스",238090,"ing"
"로고스바이오",238120,"ing"
"힘스",238490,"ing"
"미래에셋제5호스팩",239340,"ing"
"에이치엘사이언스",239610,"ing"
"한국4호스팩",240540,"ing"
"원익IPS",240810,"ing"
"DSC인베스트먼트",241520,"ing"
"유니테크노",241690,"ing"
"코스메카코리아",241710,"ing"
"메카로",241770,"ing"
"오션브릿지",241790,"ing"
"피씨엘",241820,"ing"
"교보비엔케이스팩",242040,"stop"
"휴온스",243070,"ing"
"신흥에스이씨",243840,"ing"
"EDGC",245620,"ing"
"티에스인베스트먼트",246690,"ing"
"아스타",246720,"ing"
"보라티알",250000,"ing"
"모비스",250060,"ing"
"케이비제10호스팩",250930,"ing"
"와이엠티",251370,"ing"
"브이원텍",251630,"ing"
"세화피앤씨",252500,"ing"
"스튜디오드래곤",253450,"ing"
"대신밸런스제3호스팩",253590,"ing"
"IBKS제5호스팩",254120,"ing"
"SG",255220,"ing"
"야스",255440,"ing"
"엔에이치스팩10호",256630,"ing"
"엔에이치스팩11호",256840,"ing"
"케이피에스",256940,"ing"
"신한제3호스팩",257730,"ing"
"이더블유케이",258610,"ing"
"케이비제11호스팩",258790,"ing"
"세종메디칼",258830,"ing"
"엠플러스",259630,"ing"
"알리코제약",260660,"ing"
"씨티케이코스메틱스",260930,"ing"
"하나금융9호스팩",261200,"ing"
"대신밸런스제4호스팩",262830,"ing"
"샘코",263540,"ing"
"덕우전자",263600,"ing"
"케어랩스",263700,"ing"
"디앤씨미디어",263720,"ing"
"펄어비스",263750,"ing"
"유에스티",263770,"ing"
"데이타솔루션",263800,"ing"
"상신전자",263810,"ing"
"지니언스",263860,"ing"
"에스엔피월드",263920,"ing"
"한화에이스스팩3호",264290,"ing"
"유비쿼스",264450,"ing"
"씨앤지하이테크",264660,"ing"
"IBKS제6호스팩",264850,"stop"
"미래에셋대우스팩1호",265480,"ing"
"AP시스템",265520,"ing"
"영화테크",265560,"ing"
"한화수성스팩",265920,"ing"
"교보7호스팩",267320,"ing"
"배럴",267790,"ing"
"매일유업",267980,"ing"
"시스웍",269620,"ing"
"하나금융10호스팩",270520,"ing"
"한국제5호스팩",271740,"ing"
"이녹스첨단소재",272290,"ing"
"엔에이치스팩12호",273060,"ing"
"IBKS제7호스팩",276920,"ing"
"린드먼아시아",277070,"ing"
"IBKS제8호스팩",277410,"ing"
"신한제4호스팩",277480,"ing"
"한화에이스스팩4호",279410,"ing"
"한국제6호스팩",281410,"ing"
"동부스팩5호",281740,"ing"
"하나금융11호스팩",284620,"ing"
"유안타제3호스팩",287410,"ing"
"SV인베스트먼트",289080,"ing"
"한국제7호스팩",291210,"ing"
"IBKS제9호스팩",297570,"ing"
"차이나그레이트",900040,"ing"
"글로벌에스엠",900070,"ing"
"에스앤씨엔진그룹",900080,"ing"
"차이나하오란",900090,"stop"
"뉴프라이드",900100,"ing"
"이스트아시아홀딩스",900110,"ing"
"씨케이에이치",900120,"ing"
"크리스탈신소재",900250,"ing"
"로스웰",900260,"ing"
"헝셩그룹",900270,"ing"
"골든센츄리",900280,"ing"
"GRT",900290,"ing"
"오가닉티코스메틱",900300,"ing"
"컬러레이",900310,"ing"
"SBI핀테크솔루션즈",950110,"ing"
"엑세스바이오",950130,"ing"
"잉글우드랩",950140,"ing"
"코오롱티슈진",950160,"ing"
"JTC",950170,"ing"
